id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,iso3,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa
75367,SRI-1989-1-256-1,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 1/6/1989 SRI LANKAN REBELS KILL FIVE OFFICIALS ForWORKING DURING POLL.,military sources,1,Kamburupitiya town,Kamburupitiya town,Southern province,Matara district,6.083333,80.566667,POINT (80.566667 6.083333),138762,Sri Lanka,LKA,780,Asia,1,1,1/5/1989,1/5/1989,5,0,0,0,5,5,5,780
77920,SRI-1989-1-256-2,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 1/14/1989 SRI LANKAN LEFTIST REBELS PLAN TO DISRUPT PARLIAMENTARY POLL.,military spokesman,1,Matara town,Matara town,Southern province,Matara district,5.95,80.533333,POINT (80.533333 5.95),138042,Sri Lanka,LKA,780,Asia,1,1,1/13/1989,1/13/1989,4,0,0,0,4,7,4,780
77714,SRI-1989-1-256-3,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 1/30/1989 SRI LANKAN POLL CANDIDATES BANNED FROM CARRYING GUNS AT NIGHT.,police,6,Sri Lanka,Sri Lanka,Unknown,Unknown,7,81,POINT (81 7),140203,Sri Lanka,LKA,780,Asia,2,2,1/28/1989,1/29/1989,6,0,2,0,8,8,8,780
75382,SRI-1989-1-256-4,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 2/9/1989 PRESIDENT ORDERS TIGHT SECURITY AT SRI LANKA'S HOLIEST TEMPLE.,officials,1,Kandy town,Kandy town,Central province,Kandy district,7.2955,80.6356,POINT (80.6356 7.2955),140202,Sri Lanka,LKA,780,Asia,1,1,2/8/1989,2/8/1989,0,2,2,0,4,4,4,780
77003,SRI-1989-1-256-5,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 2/11/1989 SRI LANKAN TROOPS COMB SOUTHERN JUNGLE ForREBEL ATTACKERS.,senior military officer said.,1,Suriyawewa locality,Suriyawewa locality,Southern province,Hambantota district,6.3211,80.9972,POINT (80.9972 6.3211),138762,Sri Lanka,LKA,780,Asia,1,1,2/9/1989,2/9/1989,2,0,0,0,2,2,2,780
75674,SRI-1989-1-256-6,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 2/13/1989 SECURITY FORCES ON FULL ALERT ForSRI LANKAN ELECTION.,,1,Kurunegala town,Kurunegala town,North Western province,Kurunegala district,7.4863,80.3623,POINT (80.3623 7.4863),140201,Sri Lanka,LKA,780,Asia,1,1,2/13/1989,2/13/1989,0,4,0,0,4,4,4,780
77628,SRI-1989-1-256-9,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 3/23/1989 TAMIL REBELS SAY 3O0 KILLED IN INDIAN OFFENSIVE.,Deputy Defence Minister Ranjan Wijeratne,2,Meegaswewa village,Meegaswewa (near),North Central province,Polonnaruwa district,8.19551,81.060795,POINT (81.060795 8.19551),141643,Sri Lanka,LKA,780,Asia,2,2,3/19/1989,3/22/1989,0,0,0,0,0,60,0,780
74973,SRI-1989-1-256-8,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 3/20/1989 AT LEAST 50 KILLED IN SRI LANKA IN ONE DAY.,military sources,1,Eppawela town,Eppawela town,North Central province,Anuradhapura district,8.1426,80.403,POINT (80.403 8.1426),141641,Sri Lanka,LKA,780,Asia,2,1,3/19/1989,3/19/1989,4,1,0,0,5,5,5,780
73284,SRI-1989-1-256-7,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 3/20/1989 AT LEAST 50 KILLED IN SRI LANKA IN ONE DAY.,military sources,1,Eppawela town,Eppawela town,North Central province,Anuradhapura district,8.1426,80.403,POINT (80.403 8.1426),141641,Sri Lanka,LKA,780,Asia,1,1,3/19/1989,3/19/1989,3,0,0,0,3,3,3,780
74993,SRI-1989-1-256-10,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 4/5/1989 REBELS KILL SOLDIER, SET FIRE TO OFFICES.",military sources,3,Galle district,Galle district,Southern province,Galle district,6.25,80.25,POINT (80.25 6.25),138761,Sri Lanka,LKA,780,Asia,1,1,4/5/1989,4/5/1989,1,0,0,0,1,1,1,780
80181,SRI-1989-1-256-12,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 4/7/1989 LEFTWING REBELS KILL 11 PEOPLE IN RENEWED VIOLENCE.,military sources,1,Hungama town,Hungama town,Southern province,Hambantota district,6.1087,80.9309,POINT (80.9309 6.1087),138762,Sri Lanka,LKA,780,Asia,1,1,4/7/1989,4/7/1989,4,0,0,0,4,4,4,780
75680,SRI-1989-1-256-11,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 4/7/1989 LEFTWING REBELS KILL 11 PEOPLE IN RENEWED VIOLENCE.,military sources,1,Lunugamwehera town,Lunugamwehera town,Southern province,Hambantota district,6.3434,81.2001,POINT (81.2001 6.3434),138763,Sri Lanka,LKA,780,Asia,1,1,4/7/1989,4/7/1989,6,0,1,0,7,7,7,780
75672,SRI-1989-1-256-14,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 4/17/1989 FOurKILLED IN CLASHES.,military sources s,3,Kurunegala district,Kurunegala district,North Western province,Kurunegala district,7.75,80.25,POINT (80.25 7.75),140921,Sri Lanka,LKA,780,Asia,1,1,4/17/1989,4/17/1989,0,1,0,0,1,1,1,780
73115,SRI-1989-1-256-13,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 4/17/1989 FOurKILLED IN CLASHES.,military sources s,1,Ratnapura town,Ratnapura,Sabaragamuwa province,Ratnapura district,6.666667,80.4,POINT (80.4 6.666667),139481,Sri Lanka,LKA,780,Asia,1,1,4/17/1989,4/17/1989,3,0,0,0,3,3,3,780
76809,SRI-1989-1-256-15,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 4/21/1989 LEFTIST REBELS ATTACK POLICE POST KILLING TWO.,police,1,Pitigala town,Pitigala town,Southern province,Galle district,6.3517,80.2162,POINT (80.2162 6.3517),138761,Sri Lanka,LKA,780,Asia,1,1,4/21/1989,4/21/1989,2,0,0,0,2,2,2,780
72274,SRI-1989-1-256-16.1,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 4/29/1989 TWO INDIAN SOLDIERS REPORTED KILLED BY TAMIL REBELS.,military sources,5,Southern Sri Lanka,Southern Sri Lanka,Unknown,Unknown,6.84446,80.828891,POINT (80.828891 6.84446),139482,Sri Lanka,LKA,780,Asia,1,1,4/29/1989,4/29/1989,1,0,0,0,1,1,1,780
72344,SRI-1989-1-256-16.2,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 4/29/1989 TWO INDIAN SOLDIERS REPORTED KILLED BY TAMIL REBELS.,military sources,5,Southern Sri Lanka,Southern Sri Lanka,Unknown,Unknown,6.84446,80.828891,POINT (80.828891 6.84446),139482,Sri Lanka,LKA,780,Asia,1,1,4/29/1989,4/29/1989,1,0,0,0,1,1,1,780
72470,SRI-1989-1-256-16.3,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 4/29/1989 TWO INDIAN SOLDIERS REPORTED KILLED BY TAMIL REBELS.,military sources,5,Southern Sri Lanka,Southern Sri Lanka,Unknown,Unknown,6.84446,80.828891,POINT (80.828891 6.84446),139482,Sri Lanka,LKA,780,Asia,1,1,4/29/1989,4/29/1989,1,0,0,0,1,1,1,780
76821,SRI-1989-1-256-17,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 5/5/1989 LEFTWING REBELS STRIKE AS TAMILS RESUME SRI LANKAN TALKS.,military sources,3,Polonnaruwa district,Polonnaruwa district,North Central province,Polonnaruwa district,8,81,POINT (81 8),141643,Sri Lanka,LKA,780,Asia,1,1,5/5/1989,5/5/1989,3,0,0,0,3,3,3,780
75677,SRI-1989-1-256-18,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 5/28/1989 THREE SOLDIERS, CIVILIAN DIE IN LANDMINE ATTACK IN SRI LANKA.",military sources,1,Lagalla locality,Lagalla locality,Central province,Matale district,7.5381,80.7282,POINT (80.7282 7.5381),140922,Sri Lanka,LKA,780,Asia,1,1,5/27/1989,5/27/1989,3,0,1,0,4,4,4,780
71960,SRI-1989-1-256-19,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 6/1/1989 SRI LANKA WANTS INDIAN TROOPS OUT BEFORE END OF JULY.,,1,Colombo city,Colombo city,Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480,Sri Lanka,LKA,780,Asia,1,1,6/1/1989,6/1/1989,2,0,0,0,2,2,2,780
71972,SRI-1989-1-256-20,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 6/1/1989 SRI LANKA TO ASK INDIAN TROOPS TO WITHDRAW BY END OF JULY.,,1,Colombo city,Colombo city,Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480,Sri Lanka,LKA,780,Asia,1,1,6/1/1989,6/1/1989,1,0,1,0,2,2,2,780
72045,SRI-1989-1-256-22,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 6/11/1989 LEFTIST GUERRILLAS KILL POLICEMAN AND POLITICIAN IN COLOMBO.,,1,Colombo city,Colombo city,Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480,Sri Lanka,LKA,780,Asia,1,1,6/11/1989,6/11/1989,1,0,0,0,1,1,1,780
83094,SRI-1989-1-256-21,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 6/11/1989 LEFTIST GUERRILLAS KILL POLICEMAN AND POLITICIAN IN COLOMBO.,police,2,Colombo city,Colombo  city (near),Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480,Sri Lanka,LKA,780,Asia,1,1,6/11/1989,6/11/1989,1,0,0,0,1,1,1,780
74899,SRI-1989-1-256-23,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 6/17/1989 LEFTIST REBELS KILL POLICEMAN, WOUND SOLDIERS IN SRI LANKA.",police,1,Dehiwala suburb,Dehiwala suburb,Western province,Colombo district,6.8523,79.8656,POINT (79.8656 6.8523),139480,Sri Lanka,LKA,780,Asia,1,1,6/17/1989,6/17/1989,1,0,0,0,1,1,1,780
72075,SRI-1989-1-256-24,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 6/17/1989 LEFTIST REBELS KILL POLICEMAN, WOUND SOLDIERS IN SRI LANKA.",,1,Kaduwela town,Kaduwela town,Western province,Colombo district,6.9339,79.982,POINT (79.982 6.9339),139480,Sri Lanka,LKA,780,Asia,1,1,6/17/1989,6/17/1989,0,1,0,0,1,1,1,780
77939,SRI-1989-1-256-25,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 6/20/1989 SIX POLICEMAN, TWO CHILDREN KILLED IN SRI LANKAN REBEL STRIKE.",officials,4,North Western province,north-western province,North Western province,Unknown,7.75,80.166667,POINT (80.166667 7.75),140921,Sri Lanka,LKA,780,Asia,1,1,6/19/1989,6/19/1989,6,0,2,0,8,8,8,780
75008,SRI-1989-1-256-26,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 6/25/1989 SRI LANKAN PARLIAMENTARIAN KILLED IN LEFTIST GUN ATTACK.,police,1,Hewaheta locality,Hewaheta locality,Central province,Nuwara Eliya district,7.107,80.7648,POINT (80.7648 7.107),140202,Sri Lanka,LKA,780,Asia,1,1,6/25/1989,6/25/1989,2,0,1,0,3,3,3,780
73403,SRI-1989-1-256-27,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 6/28/1989 TAMIL REBELS AND SRI LANKAN GOVERNMENT CEASE HOSTILITIES.,police,1,Galle town,Galle town,Southern province,Galle district,6.0367,80.217,POINT (80.217 6.0367),138761,Sri Lanka,LKA,780,Asia,1,1,6/28/1989,6/28/1989,2,0,0,3,5,5,5,780
77717,SRI-1989-1-256-28,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 7/5/1989 SRI LANKA MOBILISES VOLUNTEERS, IMPOSES CENSORSHIP.",police,6,Sri Lanka,Sri Lanka,Unknown,Unknown,7,81,POINT (81 7),140203,Sri Lanka,LKA,780,Asia,1,1,7/5/1989,7/5/1989,4,0,0,0,4,4,4,780
74596,SRI-1989-1-256-29,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 7/7/1989 SRI LANKAN OPPOSITION TO CALL ForGOVERNMENT'S RESIGNATION.,military sources,1,Avissawella town,Avissawella town,Western province,Colombo district,6.953,80.2075,POINT (80.2075 6.953),139481,Sri Lanka,LKA,780,Asia,1,1,7/6/1989,7/6/1989,4,0,0,0,4,4,4,780
72774,SRI-1989-1-256-31,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 7/24/1989 SRI LANKAN MONKS VOW TO HELP REMOVE INDIAN TROOPS.,,1,Polonnaruwa town,Polonnaruwa town,North Central province,Polonnaruwa district,7.93965,81.002744,POINT (81.002744 7.93965),140923,Sri Lanka,LKA,780,Asia,1,1,7/23/1989,7/23/1989,5,0,1,0,6,6,6,780
74842,SRI-1989-1-256-30,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 7/24/1989 SRI LANKAN MONKS VOW TO HELP REMOVE INDIAN TROOPS. // Reuters 1 August 1989 ""NINETEEN KILLED IN SRI LANKA BY SUSPECTED SINHALESE REBELS.",Deputy Information Minister A.J.Ranasinghe said.,1,Colombo city,Colombo city,Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480,Sri Lanka,LKA,780,Asia,1,1,7/23/1989,7/23/1989,1,0,0,0,1,1,1,780
77719,SRI-1989-1-256-32,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 7/26/1989 TAMIL REBELS KILL 14 INDIAN SOLDIERS IN EAST SRI LANKA ATTACK.,military sources,6,Sri Lanka,Sri Lanka,Unknown,Unknown,7,81,POINT (81 7),140203,Sri Lanka,LKA,780,Asia,2,2,7/25/1989,7/26/1989,4,0,0,0,4,4,4,780
76060,SRI-1989-1-256-33,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 7/31/1989 INDIAN TROOPS KILL 33 TAMIL REBELS IN SRI LANKAN GUNBATTLE.,police,3,Matale district,Matale district,Central province,Matale district,7.6598,80.7073,POINT (80.7073 7.6598),140922,Sri Lanka,LKA,780,Asia,1,1,7/30/1989,7/30/1989,3,0,2,0,5,5,5,780
72046,SRI-1989-1-256-34,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 8/3/1989 SRI LANKAN SECURITY FORCES ARREST 300, REBELS KILL 25.",,1,Colombo city,Colombo city,Western province,Colombo district,6.931944,79.847778,POINT (79.847778 6.931944),139480,Sri Lanka,LKA,780,Asia,1,1,8/2/1989,8/2/1989,4,1,0,0,5,5,5,780
71992,SRI-1989-1-256-35,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 8/5/1989 14 INDIANS, 25 CIVILIANS KILLED IN SRI LANKA, SAY REBELS.",officials,4,Southern province,Southern province,Southern province,Unknown,6.166667,80.75,POINT (80.75 6.166667),138762,Sri Lanka,LKA,780,Asia,2,2,8/4/1989,8/5/1989,3,0,0,0,3,3,3,780
72539,SRI-1989-1-256-36,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/6/1989 REBELS AND GOVERNMENT MILITIA KILL 54 IN SRI LANKAN ATTACKS.,military sources,5,Southern Sri Lanka,Southern Sri Lanka,Unknown,Unknown,6.84446,80.828891,POINT (80.828891 6.84446),139482,Sri Lanka,LKA,780,Asia,1,1,8/5/1989,8/5/1989,0,0,0,0,0,10,0,780
77720,SRI-1989-1-256-37,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/7/1989 MORE INDIAN TROOPS LEAVE SRI LANKA.,military sources,6,Sri Lanka,Sri Lanka,Unknown,Unknown,7,81,POINT (81 7),140203,Sri Lanka,LKA,780,Asia,1,1,8/5/1989,8/5/1989,0,0,0,0,0,32,0,780
77721,SRI-1989-1-256-106,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/7/1989 MORE INDIAN TROOPS LEAVE SRI LANKA.,military sources,6,Sri Lanka,Sri Lanka,Unknown,Unknown,7,81,POINT (81 7),140203,Sri Lanka,LKA,780,Asia,1,1,8/6/1989,8/6/1989,0,0,0,0,0,24,0,780
73376,SRI-1989-1-256-38,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 8/10/1989 SRI LANKAN REBELS RAID POLICE POST, SEIZE GUNS.",military sources,1,Bentota town,Bentota town,Southern province,Galle district,6.4254,79.9948,POINT (79.9948 6.4254),138760,Sri Lanka,LKA,780,Asia,1,1,8/9/1989,8/9/1989,2,0,0,0,2,2,2,780
72063,SRI-1989-1-256-39,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/13/1989 LEFTWING REBELS KILL TELEVISION JOURNALIST IN SRI LANKA.,police,1,Ahangama town,Ahangama town,Southern province,Galle district,5.9715,80.3601,POINT (80.3601 5.9715),138041,Sri Lanka,LKA,780,Asia,1,1,8/12/1989,8/12/1989,1,0,0,0,1,1,1,780
77722,SRI-1989-1-256-40,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/13/1989 THIRTY-FIVE KILLED IN SRI LANKAN VIOLENCE.,police,6,Sri Lanka,Sri Lanka,Unknown,Unknown,7,81,POINT (81 7),140203,Sri Lanka,LKA,780,Asia,1,1,8/13/1989,8/13/1989,2,0,0,0,2,2,2,780
75369,SRI-1989-1-256-41,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/14/1989 SIXTY PEOPLE KILLED IN SRI LANKAN VIOLENCE.,,3,Kandy district,Kandy district,Central province,Kandy district,7.3044,80.7073,POINT (80.7073 7.3044),140202,Sri Lanka,LKA,780,Asia,1,1,8/13/1989,8/13/1989,2,0,0,0,2,2,2,780
75005,SRI-1989-1-256-42,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/14/1989 SIXTY PEOPLE KILLED IN SRI LANKAN VIOLENCE.,,1,Homagama town,Homagama town,Western province,Colombo district,6.844,80.0024,POINT (80.0024 6.844),139481,Sri Lanka,LKA,780,Asia,1,1,8/14/1989,8/14/1989,1,0,0,0,1,1,1,780
77723,SRI-1989-1-256-44,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/19/1989 45 PEOPLE KILLED IN POLITICAL VIOLENCE IN SRI LANKA.,,6,Sri Lanka,Sri Lanka,Unknown,Unknown,7,81,POINT (81 7),140203,Sri Lanka,LKA,780,Asia,1,2,8/16/1989,8/18/1989,1,3,0,0,4,4,4,780
77724,SRI-1989-1-256-43,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/18/1989 SIXTEEN PEOPLE KILLED IN SRI LANKAN VIOLENCE.,,6,Sri Lanka,Sri Lanka,Unknown,Unknown,7,81,POINT (81 7),140203,Sri Lanka,LKA,780,Asia,1,1,8/17/1989,8/17/1989,3,0,0,0,3,3,3,780
71983,SRI-1989-1-256-45,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 8/21/1989 15 KILLED IN REBEL VIOLENCE IN SRI LANKA, 650 SUSPECTS NABBED.",,3,Matale district,Matale district,Central province,Matale district,7.6598,80.7073,POINT (80.7073 7.6598),140922,Sri Lanka,LKA,780,Asia,1,1,8/20/1989,8/20/1989,5,0,1,0,6,6,6,780
77726,SRI-1989-1-256-46,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 8/22/1989 SRI LANKA TROOPS ARREST OVer 2,000 IN ANTI-REBEL SWEEPS.",military sources,6,Sri Lanka,Sri Lanka,Unknown,Unknown,7,81,POINT (81 7),140203,Sri Lanka,LKA,780,Asia,1,2,8/21/1989,8/22/1989,1,0,0,0,1,1,1,780
76070,SRI-1989-1-256-47,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/23/1989 AT LEAST 70 PEOPLE KILLED IN VIOLENCE IN SRI LANKA.,,1,Matugama town,Matugama town,Western province,Kalutara district,6.5204,80.1128,POINT (80.112799999999993 6.5204),139481,Sri Lanka,LKA,780,Asia,1,1,8/22/1989,8/22/1989,6,0,0,0,6,6,6,780
76071,SRI-1989-1-256-48,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/23/1989 AT LEAST 70 PEOPLE KILLED IN VIOLENCE IN SRI LANKA.,police,1,Matugama town,Matugama town,Western province,Kalutara district,6.5204,80.1128,POINT (80.112799999999993 6.5204),139481,Sri Lanka,LKA,780,Asia,1,1,8/23/1989,8/23/1989,7,0,1,0,8,8,8,780
75673,SRI-1989-1-256-50,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 8/26/1989 35 PEOPLE KILLED IN SRI LANKAN VILLAGE, SAY RESIDENTS.",government statement,3,Kurunegala district,Kurunegala district,North Western province,Kurunegala district,7.75,80.25,POINT (80.25 7.75),140921,Sri Lanka,LKA,780,Asia,1,2,8/23/1989,8/25/1989,3,0,2,0,5,5,5,780
77725,SRI-1989-1-256-49,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,Reuters 8/24/1989 SRI LANKAN MINISTerAPPEALS ForEND TO VIOLENCE.,,6,Sri Lanka,Sri Lanka,Unknown,Unknown,7,81,POINT (81 7),140203,Sri Lanka,LKA,780,Asia,2,2,8/23/1989,8/24/1989,13,0,0,0,13,13,13,780
77539,SRI-1989-1-256-51,1989,1,Clear,1,313,313,Sri Lanka (Ceylon): Government,674,674,Government of Sri Lanka - JVP,145,145,Government of Sri Lanka,281,281,JVP,-1,"Reuters 8/26/1989 35 PEOPLE KILLED IN SRI LANKAN VILLAGE, SAY RESIDENTS.",government statement,2,Wilpattu National Park,Wilpattu National Park,North Central province,Anuradhapura district,8.4106,80.051,POINT (80.051 8.4106),141641,Sri Lanka,LKA,780,Asia,1,1,8/25/1989,8/25/1989,3,0,0,0,3,3,3,780
